Date,Open,High,Low,Close,Volume,Spread
2024-08-05,1.27873,1.28165,1.27098,1.27873,265146,9
2024-08-06,1.27874,1.28027,1.26724,1.26841,159640,8
2024-08-07,1.26836,1.27355,1.26779,1.26824,113242,6
2024-08-08,1.26827,1.27522,1.26648,1.27452,108145,6
2024-08-09,1.27452,1.27737,1.27258,1.27578,68295,7
2024-08-11,1.27544,1.27619,1.27483,1.27487,4006,127
2024-08-12,1.27487,1.27936,1.27469,1.27703,70004,5
2024-08-13,1.27704,1.28728,1.27632,1.28652,76229,8
2024-08-14,1.28653,1.28681,1.28168,1.28239,81345,6
2024-08-15,1.28242,1.28714,1.27984,1.28585,71463,8
2024-08-16,1.28586,1.29456,1.28571,1.29417,51127,10
2024-08-18,1.29325,1.29507,1.29313,1.2946,3309,116
2024-08-19,1.29462,1.2997,1.29396,1.2989,66289,7
2024-08-20,1.2989,1.3052,1.29738,1.30336,92224,9
2024-08-21,1.30331,1.31193,1.30104,1.30921,104888,7
2024-08-22,1.30921,1.31299,1.30763,1.30962,103979,10
2024-08-23,1.30961,1.32299,1.30916,1.32086,110036,8
2024-08-25,1.32179,1.32201,1.32026,1.32137,5976,99
2024-08-26,1.3214,1.32219,1.31794,1.31912,104983,7
2024-08-27,1.31913,1.32657,1.31796,1.32549,83728,9
2024-08-28,1.3255,1.32605,1.31673,1.31927,97654,7
2024-08-29,1.31927,1.32267,1.3145,1.31647,110804,8
2024-08-30,1.31652,1.31996,1.31091,1.31231,115034,7
2024-09-01,1.3127,1.31329,1.31251,1.31294,4410,161
2024-09-02,1.31294,1.31549,1.31198,1.314,49441,7
2024-09-03,1.31403,1.3147,1.30873,1.31126,125493,7
2024-09-04,1.31127,1.3175,1.31007,1.31435,98181,9
2024-09-05,1.31435,1.31852,1.31369,1.31756,113452,10
2024-09-06,1.31757,1.32383,1.31097,1.3126,157809,6
2024-09-08,1.3118,1.31381,1.31115,1.31312,5197,137
2024-09-09,1.31312,1.31428,1.30673,1.30705,88989,10
2024-09-10,1.30704,1.31074,1.30492,1.30795,91001,7
2024-09-11,1.30794,1.31111,1.30016,1.30378,119292,7
2024-09-12,1.30378,1.31325,1.30317,1.31323,106335,8
2024-09-13,1.31321,1.31576,1.31144,1.31191,93396,8
2024-09-15,1.31169,1.31366,1.31166,1.31349,4528,101
2024-09-16,1.31349,1.3218,1.31349,1.32101,92433,6
2024-09-17,1.32101,1.32295,1.31459,1.31669,108411,8
2024-09-18,1.31669,1.32978,1.31561,1.32027,213890,8
2024-09-19,1.32029,1.3314,1.3153,1.32809,163524,8
2024-09-20,1.32811,1.33402,1.32678,1.33165,145885,9
2024-09-22,1.33039,1.33224,1.33039,1.33117,3360,280
2024-09-23,1.33117,1.33591,1.32481,1.33484,141362,7
2024-09-24,1.33486,1.34272,1.33316,1.34267,137759,9
2024-09-25,1.3427,1.34296,1.33121,1.33132,132623,7
2024-09-26,1.33133,1.34341,1.33121,1.34105,129964,9
2024-09-27,1.34103,1.34272,1.33595,1.33714,139267,6
2024-09-29,1.3367,1.33838,1.3367,1.33824,3798,122
2024-09-30,1.33823,1.34227,1.33499,1.33771,133767,7
2024-10-01,1.33771,1.33894,1.32369,1.3274,203703,10
2024-10-02,1.32742,1.33051,1.32455,1.32626,121909,7
2024-10-03,1.32625,1.32648,1.30918,1.31283,171294,8
2024-10-04,1.31281,1.31747,1.30694,1.3111,151562,8
2024-10-06,1.30788,1.31246,1.30788,1.31224,12206,119
2024-10-07,1.31225,1.3134,1.30589,1.30839,128279,10
2024-10-08,1.3084,1.3113,1.30639,1.30929,125044,8
2024-10-09,1.30928,1.31028,1.30551,1.30633,112244,8
0202-10-10,1.30713,1.30937,1.302,1.3061,134163,9
0202-10-11,1.30611,1.30828,1.30414,1.30682,76794,9
0202-10-13,1.30609,1.30658,1.30459,1.30479,4423,121
0202-10-14,1.30479,1.30717,1.30299,1.30668,89141,8
0202-10-15,1.30669,1.31024,1.30351,1.30644,108780,7
0202-10-16,1.30642,1.3077,1.29766,1.29908,104890,8
0202-10-17,1.29907,1.30228,1.29736,1.30143,125566,8
0202-10-18,1.30141,1.30706,1.30106,1.30467,102294,7
0202-10-20,1.30421,1.30579,1.30351,1.30516,4391,71
0202-10-21,1.30516,1.30529,1.29768,1.29822,98893,10
0202-10-22,1.29822,1.30149,1.29443,1.29804,103996,7
0202-10-23,1.29803,1.29945,1.2907,1.29153,128539,9
0202-10-24,1.29154,1.29876,1.29112,1.29716,124303,7
0202-10-25,1.29717,1.29981,1.29554,1.29585,110951,6
0202-10-27,1.2972,1.2972,1.29558,1.2957,11322,37
0202-10-28,1.2957,1.30011,1.29392,1.29741,101385,10
0202-10-29,1.29741,1.30165,1.29577,1.30108,113513,10
0202-10-30,1.30109,1.30432,1.29366,1.29577,150026,6
0202-10-31,1.29578,1.29996,1.28434,1.28969,148873,9
2024-11-01,1.28968,1.29801,1.28841,1.29178,125567,8
2024-11-03,1.29657,1.29687,1.29496,1.29521,5645,94
2024-11-04,1.29521,1.29985,1.29339,1.29538,147843,9
2024-11-05,1.2954,1.30475,1.29476,1.30419,144423,7
2024-11-06,1.3042,1.30432,1.28337,1.28823,516996,13
2024-11-07,1.28822,1.30089,1.28754,1.29827,218410,7
2024-11-08,1.29829,1.29839,1.28831,1.29147,156069,7
0202-11-10,1.29082,1.29173,1.29042,1.2915,5612,113
0202-11-11,1.29149,1.29256,1.28557,1.28733,130215,8
0202-11-12,1.28733,1.28734,1.27188,1.27361,182170,8
0202-11-13,1.27362,1.27691,1.26862,1.27068,188897,8
0202-11-14,1.27068,1.272,1.26293,1.26669,189356,8
0202-11-15,1.26669,1.26969,1.25967,1.26133,191306,8
0202-11-17,1.26117,1.26207,1.26076,1.26189,10075,183
0202-11-18,1.2619,1.26862,1.26129,1.26783,144268,9
0202-11-19,1.26783,1.26941,1.26128,1.2694,148941,9
0202-11-20,1.26939,1.27142,1.26305,1.26551,143941,7
0202-11-21,1.26551,1.26598,1.25758,1.25845,161725,9
0202-11-22,1.25846,1.25941,1.24869,1.25215,211055,8
0202-11-24,1.25914,1.25969,1.25635,1.25926,13163,63
0202-11-25,1.25927,1.26131,1.25293,1.25319,179756,11
0202-11-26,1.25317,1.26161,1.25065,1.25732,209053,7
0202-11-27,1.25736,1.26942,1.25664,1.26768,168521,9
0202-11-28,1.26772,1.26956,1.26447,1.26952,123758,8
0202-11-29,1.2695,1.27495,1.26715,1.27257,183673,10
2024-12-01,1.27223,1.27356,1.26956,1.27009,7078,161
2024-12-02,1.2701,1.27223,1.26167,1.26581,185622,11
2024-12-03,1.26581,1.26993,1.26362,1.26737,191913,10
2024-12-04,1.26737,1.27212,1.26295,1.27004,169366,9
2024-12-05,1.27004,1.27707,1.26923,1.27598,150503,7
2024-12-06,1.276,1.2811,1.27206,1.27369,144662,6
2024-12-08,1.27282,1.27508,1.27282,1.27478,5046,143
2024-12-09,1.27476,1.27986,1.27167,1.27481,139252,9
0202-12-10,1.27482,1.27792,1.27237,1.27791,136799,8
0202-12-11,1.27791,1.27813,1.27128,1.27649,160391,10
0202-12-12,1.27661,1.27876,1.26662,1.26764,172949,8
0202-12-13,1.26762,1.2679,1.26079,1.26143,120522,10
0202-12-15,1.26107,1.26269,1.26082,1.2626,6487,121
0202-12-16,1.26259,1.26986,1.26259,1.26897,101880,7
0202-12-17,1.26896,1.27284,1.26657,1.27098,107177,8
0202-12-18,1.27099,1.27258,1.25618,1.25667,172958,8
0202-12-19,1.25668,1.26666,1.24947,1.24967,188464,8
0202-12-20,1.24966,1.2614,1.24748,1.25636,153342,8
0202-12-22,1.25603,1.25742,1.25574,1.25701,9291,131
0202-12-23,1.25701,1.25877,1.25094,1.25321,112407,11
0202-12-24,1.25322,1.25745,1.25145,1.25184,90203,10
0202-12-25,1.25185,1.25559,1.25184,1.25428,6701,340
0202-12-26,1.25426,1.2548,1.25005,1.25273,112313,12
0202-12-27,1.25273,1.25922,1.25046,1.25714,156715,11
0202-12-29,1.25706,1.25876,1.25615,1.25775,4430,108
0202-12-30,1.25775,1.26071,1.25057,1.25477,112871,10
0202-12-31,1.25478,1.2569,1.25052,1.25107,107685,11
2025-01-01,1.25134,1.25194,1.25059,1.25193,9415,102
2025-01-02,1.2519,1.25402,1.23521,1.23793,145090,11
2025-01-03,1.23792,1.24338,1.23779,1.24168,96603,8
2025-01-05,1.2411,1.24335,1.2411,1.24241,5165,141
2025-01-06,1.24242,1.25507,1.24172,1.25095,167712,9
2025-01-07,1.25098,1.25756,1.24723,1.24754,198189,10
2025-01-08,1.24756,1.24939,1.23205,1.23582,162568,9
2025-01-09,1.23582,1.23649,1.22379,1.2298,148059,11
2025-01-10,1.2298,1.23214,1.21912,1.22044,182060,10
2025-01-12,1.21974,1.221,1.21974,1.22034,3969,84
2025-01-13,1.22034,1.22498,1.20992,1.22315,161384,11
2025-01-14,1.22315,1.22457,1.21381,1.22104,156684,10
2025-01-15,1.22103,1.23059,1.21592,1.22419,150101,9
2025-01-16,1.22418,1.22599,1.21743,1.22337,156320,12
2025-01-17,1.22337,1.2244,1.21583,1.21583,127337,11
2025-01-19,1.21706,1.21761,1.21603,1.21747,4308,142
2025-01-20,1.21748,1.23442,1.21651,1.23312,144373,8
2025-01-21,1.23319,1.23598,1.22288,1.23377,183663,14
2025-01-22,1.23376,1.23756,1.23065,1.23134,141327,12
2025-01-23,1.23134,1.23751,1.2293,1.23538,203265,8
2025-01-24,1.23537,1.25016,1.2348,1.24757,195435,9
2025-01-26,1.24668,1.24725,1.24557,1.24574,5830,77
2025-01-27,1.24574,1.25229,1.24255,1.24506,223801,10
2025-01-28,1.24506,1.2465,1.24141,1.24406,177081,12
2025-01-29,1.24406,1.24631,1.23929,1.24542,195154,9
2025-01-30,1.24541,1.24765,1.24074,1.24216,177049,12
2025-01-31,1.24218,1.24715,1.23856,1.23919,206321,10
2025-02-02,1.22855,1.23232,1.22825,1.22895,14532,105
2025-02-03,1.22896,1.24547,1.22488,1.24333,277964,15
2025-02-04,1.24331,1.24929,1.23785,1.24748,172337,10
2025-02-05,1.2475,1.25496,1.2463,1.25008,151746,13
2025-02-06,1.25007,1.2509,1.23598,1.24339,143742,11
2025-02-07,1.24338,1.24932,1.23758,1.23965,163457,9
2025-02-09,1.23694,1.23942,1.23623,1.23889,6403,120
2025-02-10,1.2389,1.24219,1.23539,1.23595,127831,10
2025-02-11,1.23596,1.24544,1.23321,1.2451,111580,9
2025-02-12,1.2451,1.24831,1.23734,1.24502,145015,9
2025-02-13,1.24507,1.25692,1.2442,1.25644,177410,11
2025-02-14,1.25648,1.26299,1.25493,1.25832,101765,10
2025-02-16,1.25837,1.2588,1.25778,1.25838,2569,131
2025-02-17,1.25839,1.26346,1.25789,1.26204,34004,7
2025-02-18,1.26207,1.26398,1.25817,1.26243,52131,9
2025-02-19,1.26242,1.26359,1.25631,1.2583,90439,8
2025-02-20,1.25829,1.26738,1.258,1.26687,121232,8
2025-02-21,1.26691,1.26784,1.26246,1.26274,120645,9
2025-02-23,1.2626,1.26576,1.2626,1.26484,2497,200
2025-02-24,1.26483,1.26902,1.26117,1.26165,137942,10
2025-02-25,1.26166,1.26213,1.26164,1.26188,3466,10
